"","XenaHosts","XenaHostNames","XenaCohorts","XenaDatasets","SampleCount","DataSubtype","Label","Type","AnatomicalOrigin","SampleType","Tags","ProbeMap","LongTitle","Citation","Version","Unit","Platform"
"757","https://tcga.xenahubs.net","tcgaHub","TCGA Endometrioid Cancer (UCEC)","merge_merged_reals/UCEC_merge_merged_reals.txt",521,"pathway activity","Paradigm IPLs","genomicMatrix","","","",NA,NA,NA,"2019-11-01","Paradigm IPL score",NA
"758","https://tcga.xenahubs.net","tcgaHub","TCGA Endometrioid Cancer (UCEC)","mc3/UCEC_mc3.txt",447,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"759","https://tcga.xenahubs.net","tcgaHub","TCGA Endometrioid Cancer (UCEC)","mc3_gene_level/UCEC_mc3_gene_level.txt",447,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"760","https://tcga.xenahubs.net","tcgaHub","TCGA Endometrioid Cancer (UCEC)","PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z/UCEC_PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z.txt",521,"pathway activity","z score of 1387 constituent PARADIGM pathways","genomicMatrix","","","",NA,NA,NA,"2019-10-31","z score",NA
"761","https://tcga.xenahubs.net","tcgaHub","TCGA Endometrioid Cancer (UCEC)","survival/UCEC_survival.txt",583,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2018-09-13",NA,NA
"762","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","RABIT/separate_processed/RABIT_BRCA.HiSeq",752,"pathway activity","RABIT transcription factor regulatory impact, HiSeq","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"763","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","RABIT/separate_processed/RABIT_BRCA.Agilent",515,"pathway activity","RABIT transcription factor regulatory impact, Agilent","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"764","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","RABIT/separate_processed/RABIT_BRCA.HiSeq.V2",1011,"pathway activity","RABIT transcription factor regulatory impact, HiSeqV2","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"765","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/HumanMethylation27",345,"DNA methylation","Methylation27k","genomicMatrix","Breast","tumor","cancer","probeMap/illuminaMethyl27K_hg18_gpl8490_TCGAlegacy","TCGA breast invasive carcinoma (BRCA) DNA methylation (HumanMethylation27)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation27"
"766","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/HumanMethylation450",888,"DNA methylation","Methylation450k","genomicMatrix","Breast","tumor","cancer","probeMap/illuminaMethyl450_hg19_GPL16304_TCGAlegacy","TCGA breast invasive carcinoma (BRCA) DNA methylation (HumanMethylation450)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation450"
"767","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/Gistic2_CopyNumber_Gistic2_all_data_by_genes",1080,"copy number (gene-level)","gistic2","genomicMatrix","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) copy number gistic2 estimate",NA,"2017-09-08","Gistic2 copy number",NA
"768","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/RPPA_RBN",747,"protein expression RPPA","RPPA (replicate-base normalization)","genomicMatrix","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) phospho- or total protein expression by reverse phase protein array (replicate-base normalization)",NA,"2017-09-08","RBN normalized RPPA value",NA
"769","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/HiSeqV2_percentile",1218,"gene expression RNAseq","IlluminaHiSeq percentile","genomicMatrix","Breast","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA breast invasive carcinoma (BRCA) gene expression by RNAseq (polyA+ IlluminaHiSeq percentile)",NA,"2017-10-13","percentile rank","IlluminaHiSeq_RNASeqV2"
"770","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/miRNA_GA_gene",333,"miRNA mature strand expression RNAseq","IlluminaGA","genomicMatrix","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) miRNA mature strand expression by RNAseq (IlluminaGA)",NA,"2017-09-08","log2(RPM+1)","IlluminaGA_miRNASeq"
"771","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/HiSeqV2_PANCAN",1218,"gene expression RNAseq","IlluminaHiSeq pancan normalized","genomicMatrix","Breast","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA breast invasive carcinoma (BRCA) gene expression by RNAseq (ployA+ IlluminaHiSeq), pancan normalized",NA,"2017-10-13","pan-cancer normalized log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"772","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/HiSeqV2",1218,"gene expression RNAseq","IlluminaHiSeq","genomicMatrix","Breast","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA breast invasive carcinoma (BRCA) gene expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"773","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/SNP6_nocnv_genomicSegment",1099,"copy number segments","After remove germline cnv","genomicSegment","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) segmented copy number (delete germline cnv)",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"774","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/miRNA_HiSeq_gene",832,"miRNA mature strand expression RNAseq","IlluminaHiseq","genomicMatrix","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) miRNA mature strand expression by RNAseq (IlluminaHiseq)",NA,"2017-09-08","log2(RPM+1)","IlluminaHiSeq_miRNASeq"
"775","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/Gistic2_CopyNumber_Gistic2_all_thresholded.by_genes",1080,"copy number (gene-level)","gistic2 thresholded","genomicMatrix","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) copy number gistic2 thresholded estimate",NA,"2017-09-08","-2,-1,0,1,2: 2 copy del, 1 copy del, no change, amplification, high-amplification",NA
"776","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/RPPA",937,"protein expression RPPA","RPPA","genomicMatrix","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) reverse phase protein array",NA,"2017-09-08","normalized RPPA value","M.D. Anderson Reverse Phase Protein Array Core platform"
"777","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/SNP6_genomicSegment",1099,"copy number segments","Before remove germline cnv","genomicSegment","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) segmented copy number",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"778","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/BRCA_clinicalMatrix",1247,"phenotype","Phenotypes","clinicalMatrix","","","",NA,NA,NA,"2019-12-06",NA,NA
"779","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/HiSeqV2_exon",1218,"exon expression RNAseq","IlluminaHiSeq","genomicMatrix","Breast","tumor","cancer","unc_v2_exon_hg19_probe_TCGA","TCGA breast invasive carcinoma (BRCA) exon expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(RPKM+1)","IlluminaHiSeq_RNASeqV2"
"780","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","TCGA.BRCA.sampleMap/AgilentG4502A_07_3",597,"gene expression array","AgilentG4502A_07_3","genomicMatrix","Breast","tumor","cancer",NA,"TCGA breast invasive carcinoma (BRCA) gene expression (AgilentG4502A_07_3 array)",NA,"2017-09-08","normalized Agilent array expression","AgilentG4502A_07_3"
"781","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","merge_merged_reals/BRCA_merge_merged_reals.txt",1066,"pathway activity","Paradigm IPLs","genomicMatrix","","","",NA,NA,NA,"2019-11-01","Paradigm IPL score",NA
"782","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","mc3/BRCA_mc3.txt",791,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"783","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","mc3_gene_level/BRCA_mc3_gene_level.txt",791,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"784","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z/BRCA_PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z.txt",1066,"pathway activity","z score of 1387 constituent PARADIGM pathways","genomicMatrix","","","",NA,NA,NA,"2019-10-31","z score",NA
"785","https://tcga.xenahubs.net","tcgaHub","TCGA Breast Cancer (BRCA)","survival/BRCA_survival.txt",1236,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2018-09-13",NA,NA
"786","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/HumanMethylation450",57,"DNA methylation","Methylation450k","genomicMatrix","Uterus","tumor","cancer","probeMap/illuminaMethyl450_hg19_GPL16304_TCGAlegacy","TCGA uterine carcinosarcoma (UCS) DNA methylation (HumanMethylation450)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation450"
"787","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/Gistic2_CopyNumber_Gistic2_all_data_by_genes",56,"copy number (gene-level)","gistic2","genomicMatrix","Uterus","tumor","cancer",NA,"TCGA uterine carcinosarcoma (UCS) copy number gistic2 estimate",NA,"2017-09-08","Gistic2 copy number",NA
"788","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/HiSeqV2_percentile",57,"gene expression RNAseq","IlluminaHiSeq percentile","genomicMatrix","Uterus","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA uterine carcinosarcoma (UCS) gene expression by RNAseq (polyA+ IlluminaHiSeq percentile)",NA,"2017-10-13","percentile rank","IlluminaHiSeq_RNASeqV2"
"789","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/HiSeqV2_PANCAN",57,"gene expression RNAseq","IlluminaHiSeq pancan normalized","genomicMatrix","Uterus","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA uterine carcinosarcoma (UCS) gene expression by RNAseq (ployA+ IlluminaHiSeq), pancan normalized",NA,"2017-10-13","pan-cancer normalized log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"790","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/HiSeqV2",57,"gene expression RNAseq","IlluminaHiSeq","genomicMatrix","Uterus","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA uterine carcinosarcoma (UCS) gene expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"791","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/SNP6_nocnv_genomicSegment",56,"copy number segments","After remove germline cnv","genomicSegment","Uterus","tumor","cancer",NA,"TCGA uterine carcinosarcoma (UCS) segmented copy number (delete germline cnv)",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"792","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/miRNA_HiSeq_gene",56,"miRNA mature strand expression RNAseq","IlluminaHiseq","genomicMatrix","Uterus","tumor","cancer",NA,"TCGA uterine carcinosarcoma (UCS) miRNA mature strand expression by RNAseq (IlluminaHiseq)",NA,"2017-09-08","log2(RPM+1)","IlluminaHiSeq_miRNASeq"
"793","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/UCS_clinicalMatrix",57,"phenotype","Phenotypes","clinicalMatrix","","","",NA,NA,NA,"2019-12-06",NA,NA
"794","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/Gistic2_CopyNumber_Gistic2_all_thresholded.by_genes",56,"copy number (gene-level)","gistic2 thresholded","genomicMatrix","Uterus","tumor","cancer",NA,"TCGA uterine carcinosarcoma (UCS) copy number gistic2 thresholded estimate",NA,"2017-09-08","-2,-1,0,1,2: 2 copy del, 1 copy del, no change, amplification, high-amplification",NA
"795","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/RPPA",NA,"protein expression RPPA","RPPA","genomicMatrix","Uterus","tumor","cancer",NA,"TCGA uterine carcinosarcoma (UCS) reverse phase protein array",NA,"2017-09-08","normalized RPPA value","M.D. Anderson Reverse Phase Protein Array Core platform"
"796","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/SNP6_genomicSegment",56,"copy number segments","Before remove germline cnv","genomicSegment","Uterus","tumor","cancer",NA,"TCGA uterine carcinosarcoma (UCS) segmented copy number",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"797","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","TCGA.UCS.sampleMap/HiSeqV2_exon",57,"exon expression RNAseq","IlluminaHiSeq","genomicMatrix","Uterus","tumor","cancer","unc_v2_exon_hg19_probe_TCGA","TCGA uterine carcinosarcoma (UCS) exon expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(RPKM+1)","IlluminaHiSeq_RNASeqV2"
"798","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","merge_merged_reals/UCS_merge_merged_reals.txt",56,"pathway activity","Paradigm IPLs","genomicMatrix","","","",NA,NA,NA,"2019-11-01","Paradigm IPL score",NA
"799","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","mc3/UCS_mc3.txt",57,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"800","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","mc3_gene_level/UCS_mc3_gene_level.txt",57,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"801","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z/UCS_PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z.txt",56,"pathway activity","z score of 1387 constituent PARADIGM pathways","genomicMatrix","","","",NA,NA,NA,"2019-10-31","z score",NA
"802","https://tcga.xenahubs.net","tcgaHub","TCGA Uterine Carcinosarcoma (UCS)","survival/UCS_survival.txt",57,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2018-09-13",NA,NA
"803","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/HumanMethylation27",203,"DNA methylation","Methylation27k","genomicMatrix","Colon","tumor","cancer","probeMap/illuminaMethyl27K_hg18_gpl8490_TCGAlegacy","TCGA colon adenocarcinoma (COAD) DNA methylation (HumanMethylation27)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation27"
"804","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/GAV2",193,"gene expression RNAseq","IlluminaGA","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) gene expression by RNAseq (polyA+ IlluminaGA)",NA,"2017-10-13","log2(norm_count+1)","IlluminaGA_RNASeqV2"
"805","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/HumanMethylation450",337,"DNA methylation","Methylation450k","genomicMatrix","Colon","tumor","cancer","probeMap/illuminaMethyl450_hg19_GPL16304_TCGAlegacy","TCGA colon adenocarcinoma (COAD) DNA methylation (HumanMethylation450)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation450"
"806","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/Gistic2_CopyNumber_Gistic2_all_data_by_genes",451,"copy number (gene-level)","gistic2","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) copy number gistic2 estimate",NA,"2017-09-08","Gistic2 copy number",NA
"807","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/RPPA_RBN",334,"protein expression RPPA","RPPA (replicate-base normalization)","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) phospho- or total protein expression by reverse phase protein array (replicate-base normalization)",NA,"2017-09-08","RBN normalized RPPA value",NA
"808","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/HiSeqV2_percentile",329,"gene expression RNAseq","IlluminaHiSeq percentile","genomicMatrix","Colon","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA colon adenocarcinoma (COAD) gene expression by RNAseq (polyA+ IlluminaHiSeq percentile)",NA,"2017-10-13","percentile rank","IlluminaHiSeq_RNASeqV2"
"809","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/miRNA_GA_gene",170,"miRNA mature strand expression RNAseq","IlluminaGA","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) miRNA mature strand expression by RNAseq (IlluminaGA)",NA,"2017-09-08","log2(RPM+1)","IlluminaGA_miRNASeq"
"810","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/HiSeqV2_PANCAN",329,"gene expression RNAseq","IlluminaHiSeq pancan normalized","genomicMatrix","Colon","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA colon adenocarcinoma (COAD) gene expression by RNAseq (ployA+ IlluminaHiSeq), pancan normalized",NA,"2017-10-13","pan-cancer normalized log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"811","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/HiSeqV2",329,"gene expression RNAseq","IlluminaHiSeq","genomicMatrix","Colon","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA colon adenocarcinoma (COAD) gene expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"812","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/COAD_clinicalMatrix",551,"phenotype","Phenotypes","clinicalMatrix","","","",NA,NA,NA,"2019-12-06",NA,NA
"813","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/SNP6_nocnv_genomicSegment",455,"copy number segments","After remove germline cnv","genomicSegment","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) segmented copy number (delete germline cnv)",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"814","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/miRNA_HiSeq_gene",261,"miRNA mature strand expression RNAseq","IlluminaHiseq","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) miRNA mature strand expression by RNAseq (IlluminaHiseq)",NA,"2017-09-08","log2(RPM+1)","IlluminaHiSeq_miRNASeq"
"815","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/GAV2_exon",193,"exon expression RNAseq","IlluminaGA","genomicMatrix","Colon","tumor","cancer","unc_v2_exon_hg19_probe_TCGA","TCGA colon adenocarcinoma (COAD) exon expression by RNAseq (polyA+ IlluminaGA)",NA,"2017-10-13","log2(RPKM+1)","IlluminaGA_RNASeqV2"
"816","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/Gistic2_CopyNumber_Gistic2_all_thresholded.by_genes",451,"copy number (gene-level)","gistic2 thresholded","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) copy number gistic2 thresholded estimate",NA,"2017-09-08","-2,-1,0,1,2: 2 copy del, 1 copy del, no change, amplification, high-amplification",NA
"817","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/RPPA",NA,"protein expression RPPA","RPPA","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) reverse phase protein array",NA,"2017-09-08","normalized RPPA value","M.D. Anderson Reverse Phase Protein Array Core platform"
"818","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/SNP6_genomicSegment",455,"copy number segments","Before remove germline cnv","genomicSegment","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) segmented copy number",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"819","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/HiSeqV2_exon",329,"exon expression RNAseq","IlluminaHiSeq","genomicMatrix","Colon","tumor","cancer","unc_v2_exon_hg19_probe_TCGA","TCGA colon adenocarcinoma (COAD) exon expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(RPKM+1)","IlluminaHiSeq_RNASeqV2"
"820","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","TCGA.COAD.sampleMap/AgilentG4502A_07_3",174,"gene expression array","AgilentG4502A_07_3","genomicMatrix","Colon","tumor","cancer",NA,"TCGA colon adenocarcinoma (COAD) gene expression (AgilentG4502A_07_3 array)",NA,"2017-09-08","normalized Agilent array expression","AgilentG4502A_07_3"
"821","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","RABIT/separate_processed/RABIT_COAD.Agilent",114,"pathway activity","RABIT transcription factor regulatory impact, Agilent","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"822","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","RABIT/separate_processed/RABIT_COAD.HiSeq.V2",264,"pathway activity","RABIT transcription factor regulatory impact, HiSeqV2","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"823","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","merge_merged_reals/COAD_merge_merged_reals.txt",433,"pathway activity","Paradigm IPLs","genomicMatrix","","","",NA,NA,NA,"2019-11-01","Paradigm IPL score",NA
"824","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","mc3/COAD_mc3.txt",290,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"825","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","mc3_gene_level/COAD_mc3_gene_level.txt",290,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"826","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z/COAD_PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z.txt",433,"pathway activity","z score of 1387 constituent PARADIGM pathways","genomicMatrix","","","",NA,NA,NA,"2019-10-31","z score",NA
"827","https://tcga.xenahubs.net","tcgaHub","TCGA Colon Cancer (COAD)","survival/COAD_survival.txt",545,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2018-09-13",NA,NA
"828","https://tcga.xenahubs.net","tcgaHub","TCGA Formalin Fixed Paraffin-Embedded Pilot Phase II (FPPP)","TCGA.FPPP.sampleMap/miRNA_HiSeq_gene",23,"miRNA mature strand expression RNAseq","IlluminaHiseq","genomicMatrix","","tumor","cancer,formalin-fixed paraffin-embedded,FFPE",NA,"TCGA FFPE pilot phase II (FPPP) miRNA mature strand expression by RNAseq (IlluminaHiseq)",NA,"2017-09-08","log2(RPM+1)","IlluminaHiSeq_miRNASeq"
"829","https://tcga.xenahubs.net","tcgaHub","TCGA Formalin Fixed Paraffin-Embedded Pilot Phase II (FPPP)","TCGA.FPPP.sampleMap/FPPP_clinicalMatrix",23,"phenotype","Phenotypes","clinicalMatrix","","","",NA,NA,NA,"2019-12-06",NA,NA
"830","https://gdc.xenahubs.net","gdcHub","GDC TCGA Bladder Cancer (BLCA)","TCGA-BLCA.cnv.tsv",415,"copy number","Copy Number Segment","genomicSegment","","","",NA,NA,NA,"07-18-2019","log2(copy-number/2)","Affymetrix SNP 6.0"
"831","https://gdc.xenahubs.net","gdcHub","GDC TCGA Bladder Cancer (BLCA)","TCGA-BLCA.GDC_phenotype.tsv",454,"phenotype","Phenotype","clinicalMatrix","","","",NA,NA,NA,"08-07-2019",NA,NA
